login_id,user_id,login_date,messages_sent,replies
87364,1783,2022-5-14,5,0
68061,1522,2022-4-14,5,1
30489,1094,2022-4-18,2,0
92831,1171,2022-6-10,1,1
29374,1760,2022-1-17,3,1
56353,1235,2022-1-16,4,2
09044,1098,2022-4-15,5,1
49200,1586,2022-1-3,3,3
48145,1880,2022-1-5,2,0
25925,1652,2022-1-21,4,3
21004,1890,2022-5-7,4,0
82809,1394,2022-3-9,5,1
02555,1701,2022-1-13,3,1
44303,1285,2022-5-3,4,1
16216,1822,2022-5-15,2,2
78132,1402,2022-2-11,5,5
83739,1249,2022-4-13,4,4
36265,1965,2022-2-10,4,2
19189,1740,2022-4-2,1,1
06920,1994,2022-3-17,1,0
28010,1151,2022-4-2,4,4
05108,1065,2022-4-23,3,3
90469,1774,2022-3-11,3,0
25670,1208,2022-4-1,1,1
45083,1757,2022-3-13,2,0
81967,1485,2022-6-2,3,3
34112,1015,2022-2-9,4,1
77293,1246,2022-3-28,5,2
62327,1833,2022-1-4,4,0
56269,1951,2022-2-8,5,5
29644,1584,2022-6-20,1,1
36479,1929,2022-1-7,3,1
95967,1381,2022-2-26,4,1
98057,1995,2022-5-16,1,0
78540,1246,2022-3-11,1,1
68332,1029,2022-5-9,5,3
90302,1527,2022-2-11,1,1
98901,1245,2022-4-2,5,3
56733,1281,2022-4-3,3,2
11336,1633,2022-5-3,1,0
78798,1301,2022-2-22,5,3
22652,1085,2022-6-26,2,1
28111,1113,2022-6-21,4,0
32701,1736,2022-6-26,1,1
07440,1869,2022-4-6,2,0
32304,1991,2022-6-19,1,1
91196,1278,2022-1-5,5,4
67467,1441,2022-6-27,3,1
64408,1033,2022-3-17,2,1
58059,1420,2022-1-20,2,1
10732,1283,2022-6-8,4,1
08156,1819,2022-6-2,4,2
49842,1392,2022-1-23,2,1
35096,1760,2022-3-20,4,2
61065,1009,2022-6-5,1,1
53055,1931,2022-4-20,2,1
71870,1494,2022-3-9,3,0
12797,1652,2022-3-4,1,0
11871,1134,2022-5-18,5,0
42666,1774,2022-1-17,1,0
14392,1451,2022-3-11,5,5
40014,1036,2022-3-17,5,1
21595,1664,2022-3-16,3,0
11970,1445,2022-5-10,3,2
59587,1306,2022-5-11,4,4
94614,1947,2022-3-12,5,4
46925,1364,2022-3-5,1,0
41670,1897,2022-4-18,5,1
68487,1863,2022-3-13,1,0
45189,1655,2022-6-11,3,3
32351,1718,2022-5-16,5,3
17515,1835,2022-4-3,1,1
05436,1885,2022-3-11,5,0
23206,1956,2022-5-25,3,0
72633,1094,2022-5-4,2,1
89158,1687,2022-2-1,1,1
67810,1599,2022-2-11,4,0
29367,1411,2022-2-14,1,0
90952,1534,2022-3-22,2,1
70942,1294,2022-5-27,3,3
62139,1689,2022-5-23,4,0
51705,1286,2022-5-21,2,0
26745,1108,2022-3-12,3,0
82375,1468,2022-2-3,5,0
56329,1340,2022-6-27,3,0
65450,1927,2022-2-11,1,1
54781,1622,2022-3-11,4,1
83461,1110,2022-2-5,5,3
23523,1674,2022-6-26,3,0
09922,1237,2022-5-14,2,2
38429,1384,2022-3-23,1,0
53300,1659,2022-2-1,1,0
99627,1208,2022-4-19,3,1
80889,1336,2022-5-17,2,2
87552,1946,2022-6-10,1,0
15726,1832,2022-6-25,5,1
40852,1110,2022-1-17,4,2
53292,1806,2022-6-21,3,1
05199,1001,2022-5-1,2,1
17177,1403,2022-3-11,2,2
86356,1616,2022-6-16,2,1
50183,1260,2022-5-14,2,0
51746,1515,2022-1-5,3,1
09946,1591,2022-4-10,1,0
07405,1557,2022-6-6,1,0
36896,1877,2022-1-28,2,2
97890,1383,2022-2-22,4,0
62356,1139,2022-3-11,2,0
73379,1527,2022-5-16,4,2
84282,1305,2022-6-16,3,0
25705,1696,2022-5-10,2,2
77740,1867,2022-4-16,1,0
99871,1029,2022-2-2,4,3
45401,1700,2022-1-15,1,1
70151,1202,2022-6-22,5,5
96557,1385,2022-1-3,4,3
23220,1415,2022-5-14,3,3
30563,1133,2022-1-2,3,2
53063,1636,2022-6-24,5,4
68562,1748,2022-2-12,3,3
13544,1590,2022-5-26,1,1
17634,1159,2022-5-20,4,1
01798,1571,2022-5-24,4,3
19360,1762,2022-3-25,4,0
52580,1542,2022-1-9,4,4
26026,1856,2022-1-24,1,1
30638,1671,2022-1-2,1,1
85035,1664,2022-5-9,5,4
15403,1924,2022-1-22,5,2
32964,1839,2022-2-20,4,0
92580,1228,2022-5-23,1,0
46304,1672,2022-5-17,1,1
15785,1874,2022-5-16,2,0
86864,1617,2022-5-6,3,3
82937,1853,2022-1-13,5,1
27882,1561,2022-4-28,3,0
44716,1951,2022-3-11,2,0
78054,1759,2022-1-24,2,1
96725,1670,2022-1-4,2,1
19249,1801,2022-2-6,3,1
56401,1679,2022-6-15,3,0
36451,1703,2022-1-14,5,1
89694,1755,2022-6-5,1,1
51426,1201,2022-2-18,4,2
88586,1644,2022-2-11,3,3
75736,1577,2022-1-2,5,0
90424,1624,2022-1-3,5,0
30150,1104,2022-1-9,1,1
27093,1235,2022-6-21,2,0
88134,1647,2022-5-17,2,1
01202,1409,2022-2-6,3,0
11874,1400,2022-1-18,3,3
13702,1595,2022-2-7,1,0
45550,1131,2022-6-13,1,0
24985,1081,2022-5-6,2,0
14397,1719,2022-2-20,4,4
90534,1752,2022-1-3,3,0
16834,1965,2022-3-4,2,2
80701,1367,2022-3-27,5,5
79032,1529,2022-1-4,1,0
53910,1292,2022-3-5,3,0
44726,1198,2022-6-2,2,2
93872,1065,2022-5-24,2,0
79132,1415,2022-4-28,3,1
72814,1203,2022-3-1,3,0
84797,1482,2022-2-1,4,0
10597,1646,2022-6-7,4,1
82997,1499,2022-5-19,1,1
55285,1425,2022-5-13,5,5
39526,1530,2022-4-27,3,1
57726,1243,2022-5-19,1,0
35811,1297,2022-5-14,5,5
29358,1181,2022-3-7,4,4
12459,1890,2022-6-11,1,0
71053,1563,2022-1-6,4,4
17021,1820,2022-6-5,1,0
32074,1699,2022-5-16,5,4
99420,1197,2022-2-27,4,0
04671,1171,2022-1-4,5,2
76599,1502,2022-5-1,4,1
51643,1198,2022-4-16,1,0
62935,1195,2022-2-25,4,4
47973,1499,2022-3-4,2,1
31157,1285,2022-2-17,4,1
90763,1085,2022-3-11,4,0
34414,1852,2022-2-12,3,0
99061,1792,2022-3-9,3,2
42864,1116,2022-2-21,4,0
97041,1998,2022-5-27,3,3
78271,1580,2022-5-17,4,1
86362,1201,2022-5-21,5,5
81069,1009,2022-1-5,4,3
61351,1542,2022-4-4,4,3
87273,1665,2022-4-7,2,0
37241,1491,2022-6-28,1,0
20554,1504,2022-2-24,4,2
83086,1988,2022-6-20,2,2
58714,1768,2022-6-1,3,2
75976,1729,2022-2-6,3,1
04601,1153,2022-3-15,2,1
86481,1245,2022-1-11,5,4
12282,1091,2022-2-17,5,2
59723,1656,2022-5-22,3,2
62617,1589,2022-2-22,2,0
18767,1361,2022-6-20,4,1
00540,1797,2022-1-5,3,1
21136,1278,2022-1-7,3,1
56506,1497,2022-6-9,5,5
12803,1606,2022-3-14,1,0
12333,1874,2022-4-11,3,0
83896,1355,2022-2-23,2,2
19178,1565,2022-1-27,2,0
17416,1116,2022-3-19,4,1
11838,1414,2022-3-15,4,2
94055,1648,2022-3-10,4,1
81720,1419,2022-1-28,2,1
84469,1654,2022-3-18,5,5
18559,1358,2022-1-1,1,0
79343,1584,2022-6-22,3,1
63117,1789,2022-2-15,2,2
35087,1193,2022-6-24,5,5
59500,1601,2022-5-14,2,0
92492,1781,2022-3-19,2,1
15031,1802,2022-6-25,3,0
53431,1591,2022-6-22,3,2
39707,1949,2022-1-13,3,1
55604,1776,2022-1-10,5,5
54286,1358,2022-4-7,2,0
44860,1760,2022-4-15,2,1
24777,1743,2022-5-7,3,1
10993,1564,2022-2-3,4,1
09210,1680,2022-6-19,2,0
55122,1733,2022-6-19,3,0
97259,1864,2022-1-24,5,1
72027,1790,2022-5-4,2,2
71387,1557,2022-5-16,3,1
15097,1685,2022-4-8,4,0
06959,1502,2022-5-19,3,2
48033,1586,2022-6-10,5,0
74155,1216,2022-5-25,2,1
03954,1163,2022-5-15,5,3
39187,1590,2022-5-28,4,1
25608,1593,2022-4-6,5,3
68293,1301,2022-2-8,4,4
01123,1033,2022-6-5,5,0
78657,1115,2022-4-8,4,3
73094,1358,2022-4-25,2,0
67517,1396,2022-2-26,1,1
87798,1465,2022-6-13,1,1
02027,1823,2022-2-12,2,0
19335,1092,2022-1-13,2,0
47793,1668,2022-6-16,4,1
76831,1350,2022-4-28,5,3
33741,1852,2022-4-16,4,1
55015,1083,2022-2-17,5,1
61319,1744,2022-5-27,2,1
98433,1648,2022-3-1,3,1
95211,1719,2022-6-4,4,2
54077,1809,2022-2-17,4,3
05035,1238,2022-5-28,1,0
30811,1076,2022-6-27,1,0
99146,1351,2022-5-3,3,0
96938,1532,2022-2-28,5,3
77494,1304,2022-4-27,2,0
42120,1779,2022-1-17,3,0
50642,1051,2022-3-9,3,0
68303,1246,2022-3-12,2,2
54740,1433,2022-6-2,5,1
86898,1001,2022-5-15,3,0
76140,1276,2022-2-6,4,3
28789,1645,2022-5-25,2,2
97792,1633,2022-3-28,1,0
17112,1302,2022-1-16,2,2
27312,1618,2022-5-14,3,0
04030,1566,2022-3-3,4,3
52564,1042,2022-6-2,1,0
85918,1648,2022-4-10,1,1
93748,1905,2022-2-16,1,0
07202,1033,2022-1-5,3,3
30466,1548,2022-4-5,2,1
56791,1143,2022-1-19,5,5
67086,1560,2022-5-16,3,3
46086,1229,2022-4-17,2,0
14224,1466,2022-1-8,5,1
77185,1739,2022-5-7,1,0
68590,1006,2022-4-19,5,2
54276,1835,2022-3-9,3,1
61223,1294,2022-1-2,4,2
59325,1391,2022-1-14,4,0
57142,1201,2022-3-12,3,3
78585,1756,2022-6-8,5,2
70862,1099,2022-2-9,2,2
93215,1375,2022-5-27,4,0
95617,1391,2022-3-19,3,1
67184,1098,2022-4-6,3,2
81430,1288,2022-3-14,4,4
87857,1567,2022-4-26,5,4
22569,1763,2022-3-28,5,2
15228,1256,2022-3-9,5,4
64200,1078,2022-1-19,3,2
51554,1381,2022-3-26,1,0
07129,1212,2022-3-17,2,0
51161,1867,2022-3-25,5,4
48953,1387,2022-1-24,2,2
39829,1396,2022-4-15,3,1
03143,1482,2022-1-7,1,1
25993,1662,2022-4-6,1,0
22711,1257,2022-4-18,2,1
42058,1088,2022-3-24,5,0
38848,1572,2022-1-6,2,0
19373,1773,2022-1-15,4,1
78324,1905,2022-2-23,3,1
21119,1798,2022-3-5,4,3
46507,1708,2022-4-3,4,1
10301,1711,2022-3-17,3,0
17158,1233,2022-6-16,1,0
12212,1127,2022-1-12,5,3
04205,1416,2022-3-7,5,5
99270,1749,2022-3-24,2,0
44763,1349,2022-5-26,3,0
49027,1330,2022-3-11,2,0
45655,1648,2022-5-2,1,0
38696,1827,2022-5-22,2,0
67060,1893,2022-6-15,5,2
87460,1546,2022-5-11,5,5
93268,1572,2022-5-17,3,0
24924,1603,2022-4-13,3,1
22967,1269,2022-5-13,5,4
96673,1032,2022-3-17,1,1
29207,1995,2022-5-27,5,3
38815,1562,2022-2-9,3,0
06697,1288,2022-2-24,2,1
35162,1226,2022-1-24,4,4
82655,1183,2022-2-11,2,2
49600,1843,2022-6-27,2,1
90240,1472,2022-5-9,5,1
93943,1347,2022-2-10,4,0
03882,1917,2022-6-21,2,2
66400,1334,2022-3-19,2,1
85446,1336,2022-3-18,2,0
45638,1316,2022-1-1,2,2
58766,1704,2022-6-3,4,3
50380,1019,2022-2-8,1,0
03710,1410,2022-6-14,5,3
50478,1831,2022-5-24,3,3
60743,1932,2022-3-24,2,0
55383,1922,2022-1-26,5,1
57473,1425,2022-6-10,4,2
74983,1902,2022-5-12,4,2
02426,1945,2022-1-20,5,2
02243,1644,2022-3-8,1,0
91596,1542,2022-3-26,2,2
21145,1557,2022-5-17,4,0
31514,1669,2022-3-6,5,1
45718,1920,2022-4-17,3,3
48463,1908,2022-6-8,4,1
97805,1432,2022-2-2,4,0
97132,1610,2022-3-12,3,3
76945,1253,2022-6-14,1,0
84490,1571,2022-2-18,5,0
08079,1320,2022-2-11,5,3
32578,1308,2022-2-9,2,0
30266,1394,2022-2-1,3,1
19118,1585,2022-1-13,5,5
44393,1962,2022-5-6,2,2
07140,1979,2022-2-8,3,0
77557,1459,2022-5-27,3,1
85809,1853,2022-4-18,4,2
48627,1341,2022-1-1,3,2
32876,1131,2022-3-22,3,1
04179,1927,2022-1-28,2,0
65142,1341,2022-1-14,3,0
30335,1512,2022-6-9,3,3
41992,1380,2022-3-2,3,0
04977,1293,2022-3-26,1,1
62273,1004,2022-3-25,3,2
69205,1872,2022-3-7,5,3
46292,1287,2022-3-10,5,0
81529,1476,2022-4-25,4,1
74431,1110,2022-1-12,4,4
05330,1676,2022-1-27,1,0
48796,1405,2022-2-5,5,5
66769,1096,2022-5-12,1,1
77531,1692,2022-4-13,2,0
28484,1883,2022-3-13,1,1
62502,1725,2022-3-19,5,5
91322,1551,2022-2-23,1,0
26467,1316,2022-4-22,3,3
38570,1104,2022-5-6,2,1
54849,1842,2022-2-9,4,2
94387,1846,2022-5-16,5,1
89499,1477,2022-4-13,2,0
29122,1056,2022-6-21,4,2
99248,1879,2022-3-18,3,3
27480,1636,2022-1-13,1,1
99045,1554,2022-4-15,1,0
37529,1417,2022-6-25,3,0
19064,1301,2022-4-13,1,0
31552,1978,2022-4-8,2,0
43897,1798,2022-6-13,3,3
01799,1181,2022-1-18,5,2
77396,1548,2022-4-12,2,1
70194,1844,2022-3-19,3,0
34191,1752,2022-4-8,3,3
34800,1754,2022-4-9,4,2
19879,1544,2022-3-6,2,0
49227,1695,2022-1-1,3,3
73733,1788,2022-6-20,4,3
25741,1563,2022-3-15,5,0
64691,1892,2022-2-13,4,0
69570,1705,2022-2-28,3,0
78398,1285,2022-1-23,4,2
20999,1022,2022-4-7,4,2
03695,1063,2022-5-28,4,0
56143,1979,2022-3-5,3,2
66383,1042,2022-1-21,1,1
19498,1429,2022-6-18,5,1
21586,1864,2022-6-19,3,1
29818,1061,2022-1-16,3,3
38112,1577,2022-4-25,1,0
48330,1614,2022-3-7,4,1
86956,1420,2022-2-19,1,0
67982,1327,2022-1-4,3,0
82211,1561,2022-6-23,4,2
74069,1360,2022-6-1,3,0
15941,1350,2022-6-14,3,0
78535,1067,2022-3-1,3,2
33380,1683,2022-5-12,1,1
81854,1799,2022-4-24,2,2
85437,1151,2022-1-17,3,2
36513,1773,2022-1-27,2,0
12189,1838,2022-4-5,2,2
41359,1044,2022-5-20,2,2
65325,1747,2022-6-15,2,2
40813,1994,2022-6-27,5,4
01610,1306,2022-2-21,4,2
33742,1785,2022-3-25,5,2
22487,1530,2022-4-8,3,3
72099,1382,2022-3-21,3,3
36893,1242,2022-5-20,3,3
19987,1952,2022-6-9,2,0
55646,1053,2022-3-28,1,1
63158,1850,2022-2-21,4,1
34535,1598,2022-4-14,2,0
63643,1881,2022-5-7,5,4
73160,1128,2022-6-28,3,2
06064,1601,2022-4-25,5,3
83314,1085,2022-3-24,1,0
36357,1653,2022-5-8,5,4
40164,1614,2022-4-2,3,0
94014,1776,2022-3-12,3,1
57613,1428,2022-3-5,4,1
66119,1917,2022-1-21,4,2
64948,1824,2022-1-2,1,1
58909,1670,2022-3-19,1,1
12497,1867,2022-6-9,2,2
66738,1156,2022-3-8,2,1
23007,1615,2022-4-24,5,1
04437,1899,2022-5-3,2,2
75388,1403,2022-1-3,2,2
96582,1090,2022-2-23,4,3
14733,1758,2022-2-4,5,3
04106,1040,2022-1-16,2,1
68739,1166,2022-6-3,1,0
58939,1956,2022-5-12,5,5
95044,1883,2022-6-18,2,2
73787,1191,2022-5-20,5,4
36508,1901,2022-4-5,2,2
01005,1157,2022-1-19,3,2
69255,1161,2022-3-4,5,0
18892,1851,2022-5-2,5,3
08013,1508,2022-3-10,1,0
48653,1626,2022-6-20,4,1
58458,1776,2022-5-21,5,5
10223,1284,2022-4-5,5,1
57414,1066,2022-1-24,4,3
11365,1620,2022-3-23,5,3
90684,1192,2022-3-17,5,4
51379,1981,2022-4-15,1,1
56335,1738,2022-4-17,3,1
78748,1936,2022-6-9,2,1
78343,1338,2022-3-6,2,2
04247,1363,2022-2-18,3,1
42360,1785,2022-1-26,3,2
33879,1961,2022-2-10,5,1
36727,1909,2022-5-15,2,1
28056,1316,2022-1-21,2,1
92843,1576,2022-1-12,2,0
64002,1165,2022-2-2,5,2
74736,1242,2022-6-7,2,1
16008,1572,2022-2-9,4,3
20538,1964,2022-4-24,1,0
95904,1987,2022-2-13,1,1
38951,1036,2022-1-22,1,1
05788,1518,2022-2-16,5,4
75838,1781,2022-2-18,5,0
28079,1522,2022-2-22,4,3
24530,1440,2022-6-18,1,1
68276,1012,2022-2-18,5,5
78869,1356,2022-5-2,3,0
21648,1513,2022-3-1,1,0
24545,1219,2022-2-26,5,1
03301,1106,2022-5-14,5,2
28454,1259,2022-3-5,3,3
50525,1057,2022-5-23,3,3
45180,1620,2022-1-2,1,0
47052,1839,2022-1-27,3,1
69389,1113,2022-6-13,3,2
37078,1282,2022-5-6,1,1
23583,1508,2022-4-3,4,1
69801,1559,2022-2-5,1,1
50880,1271,2022-3-16,2,2
62268,1736,2022-2-7,1,1
23986,1783,2022-1-11,1,1
17727,1935,2022-4-14,4,4
36205,1337,2022-3-14,2,0
28657,1390,2022-2-10,1,0
26977,1888,2022-5-27,2,0
83446,1182,2022-1-5,1,0
37574,1668,2022-6-8,1,1
40029,1829,2022-6-27,5,4
91957,1935,2022-5-5,5,1
91600,1191,2022-6-1,4,2
34713,1508,2022-2-27,5,4
47119,1654,2022-5-4,1,0
73252,1184,2022-4-19,2,0
54534,1377,2022-4-20,5,3
72317,1983,2022-6-6,4,3
59583,1167,2022-1-26,4,4
77111,1606,2022-6-14,2,2
65303,1876,2022-4-4,4,4
36266,1416,2022-3-12,4,0
19616,1092,2022-2-2,2,0
67209,1074,2022-3-19,1,1
97090,1849,2022-5-4,4,2
47892,1486,2022-2-20,1,0
93679,1715,2022-3-15,3,2
05462,1012,2022-2-5,4,1
34776,1530,2022-5-14,2,1
70914,1392,2022-4-17,4,0
44149,1044,2022-3-4,5,0
52234,1128,2022-2-7,2,1
68326,1994,2022-6-18,4,3
76958,1461,2022-4-23,5,3
24324,1406,2022-1-11,1,1
52514,1917,2022-3-24,1,1
08862,1924,2022-6-18,1,0
20523,1585,2022-4-27,4,0
08868,1898,2022-6-22,4,1
01811,1988,2022-6-27,4,1
18971,1347,2022-2-25,4,4
03644,1352,2022-6-26,4,3
52420,1300,2022-2-9,3,1
50588,1078,2022-5-3,3,0
40204,1790,2022-6-10,1,0
42476,1607,2022-6-23,1,1
78609,1366,2022-4-20,4,4
29760,1987,2022-2-9,5,4
86051,1811,2022-3-2,5,3
43318,1053,2022-1-5,2,1
75744,1673,2022-2-26,4,1
29035,1321,2022-6-13,2,2
77373,1395,2022-3-8,2,2
83744,1275,2022-5-12,2,2
76018,1482,2022-3-2,3,3
92725,1181,2022-3-20,2,0
18516,1103,2022-6-13,1,0
66632,1326,2022-1-11,5,4
76325,1425,2022-4-11,5,0
50828,1343,2022-3-20,2,1
26138,1478,2022-1-14,5,2
59975,1034,2022-4-9,1,1
25357,1201,2022-5-12,4,1
74985,1503,2022-4-2,2,1
49216,1279,2022-1-27,1,0
72458,1708,2022-6-20,5,0
02012,1572,2022-3-7,5,1
52554,1552,2022-2-27,2,1
68392,1500,2022-6-12,5,2
72798,1011,2022-4-5,5,5
23167,1106,2022-6-26,4,3
97960,1029,2022-5-14,1,1
32150,1123,2022-4-25,1,1
27902,1008,2022-4-13,4,0
63966,1442,2022-4-6,5,5
41988,1373,2022-3-28,4,2
00773,1561,2022-3-6,4,2
30011,1248,2022-3-8,4,0
97235,1643,2022-3-23,2,1
77163,1093,2022-6-25,5,2
40136,1436,2022-4-20,3,3
82009,1258,2022-2-26,4,3
29662,1227,2022-6-17,3,2
20002,1965,2022-6-24,5,3
27254,1638,2022-4-6,3,2
94799,1679,2022-2-20,1,0
58761,1272,2022-1-25,3,1
41018,1536,2022-3-18,3,3
09346,1326,2022-3-11,5,3
48638,1017,2022-6-19,2,1
88620,1324,2022-2-6,1,0
53561,1819,2022-1-16,1,1
27751,1312,2022-6-6,4,1
85127,1656,2022-6-8,4,2
24818,1137,2022-5-8,3,0
04972,1632,2022-1-19,1,1
57209,1644,2022-2-17,3,1
26728,1300,2022-3-3,2,2
47137,1955,2022-5-21,2,2
72991,1905,2022-2-24,3,3
10806,1756,2022-6-15,4,0
67712,1206,2022-3-14,2,0
66168,1753,2022-2-18,5,5
87463,1923,2022-3-24,3,2
17571,1010,2022-6-17,5,1
77699,1373,2022-5-1,2,2
98298,1880,2022-1-3,5,2
86797,1588,2022-6-7,5,2
30613,1877,2022-6-16,4,4
85112,1252,2022-5-26,2,1
94353,1149,2022-1-19,1,0
36795,1201,2022-3-27,1,1
73210,1569,2022-2-20,1,0
89929,1861,2022-5-4,3,2
20575,1793,2022-4-1,5,3
19256,1406,2022-2-6,4,0
62621,1307,2022-1-14,5,5
58341,1339,2022-2-22,1,0
88997,1230,2022-5-8,4,2
21261,1054,2022-1-6,1,0
17800,1735,2022-6-17,3,2
21756,1114,2022-4-6,4,1
84499,1262,2022-4-9,2,2
68027,1603,2022-5-21,4,0
89856,1625,2022-1-22,2,1
76510,1576,2022-2-23,3,0
01631,1119,2022-4-6,3,0
81937,1691,2022-1-20,5,4
38177,1837,2022-5-28,4,3
88447,1460,2022-1-4,3,2
37318,1602,2022-1-24,4,3
35956,1959,2022-4-6,2,1
33801,1538,2022-5-6,2,2
93156,1024,2022-6-21,3,2
17676,1224,2022-5-18,2,0
87243,1723,2022-3-26,2,0
84863,1583,2022-4-20,1,0
53501,1216,2022-1-16,3,1
51609,1532,2022-6-22,2,2
09391,1683,2022-5-11,3,0
06989,1909,2022-3-21,2,0
07836,1196,2022-2-6,2,1
65097,1274,2022-3-23,5,3
43368,1369,2022-1-3,3,2
14773,1618,2022-4-7,2,1
54590,1008,2022-2-1,1,1
86504,1794,2022-3-1,5,3
57534,1505,2022-3-13,1,0
65348,1959,2022-4-26,3,3
35993,1967,2022-3-22,1,1
93671,1511,2022-5-5,1,1
10992,1364,2022-2-20,5,2
64917,1803,2022-4-10,5,0
27899,1077,2022-6-23,2,1
65536,1549,2022-3-23,1,1
16778,1448,2022-6-7,2,2
77705,1031,2022-2-13,2,0
33651,1781,2022-4-13,3,3
03310,1479,2022-3-17,2,2
69220,1377,2022-5-23,5,4
05209,1529,2022-1-1,3,3
18880,1670,2022-2-12,4,4
96274,1437,2022-1-27,2,0
55352,1846,2022-3-2,3,2
58548,1055,2022-2-26,5,5
23630,1458,2022-1-28,5,1
86690,1041,2022-4-15,1,1
78838,1915,2022-1-13,2,2
18401,1854,2022-5-8,2,1
06890,1661,2022-4-12,5,2
93589,1019,2022-6-4,3,3
95582,1306,2022-2-9,5,3
62664,1920,2022-1-21,5,0
85671,1500,2022-4-19,2,0
99822,1783,2022-3-8,2,0
92273,1987,2022-3-9,3,0
66182,1004,2022-1-25,4,0
01553,1729,2022-3-10,2,1
58688,1422,2022-6-2,3,2
93426,1013,2022-4-18,3,0
77516,1529,2022-3-22,2,0
32519,1089,2022-1-21,2,0
64211,1276,2022-6-21,4,1
76878,1050,2022-1-25,4,1
28599,1262,2022-1-6,5,5
98781,1773,2022-4-13,3,0
36211,1975,2022-1-10,5,0
36507,1828,2022-3-15,2,2
85428,1425,2022-5-11,3,2
77281,1946,2022-3-14,5,5
47347,1201,2022-5-11,2,2
99400,1105,2022-5-3,1,1
10003,1688,2022-1-7,3,1
45776,1788,2022-4-20,3,1
99640,1552,2022-1-17,1,0
42779,1775,2022-4-24,2,2
60470,1871,2022-3-27,4,1
76786,1903,2022-5-16,3,0
55189,1696,2022-1-2,1,0
52765,1004,2022-6-3,3,2
74571,1877,2022-5-1,3,3
67317,1428,2022-6-26,1,0
31887,1898,2022-1-15,3,1
35702,1885,2022-2-23,5,2
58569,1171,2022-4-12,2,0
44929,1436,2022-6-14,5,2
48640,1949,2022-6-19,4,4
12818,1305,2022-1-20,4,3
11145,1163,2022-2-16,3,1
12630,1768,2022-6-11,3,2
66667,1931,2022-2-24,3,3
22064,1039,2022-5-27,4,2
36198,1786,2022-2-18,2,2
62584,1200,2022-5-16,2,0
01540,1324,2022-3-28,3,3
75236,1558,2022-4-25,2,2
88410,1041,2022-3-11,1,1
91615,1183,2022-2-7,5,2
19352,1007,2022-4-18,5,3
21215,1610,2022-3-18,2,0
61622,1966,2022-6-7,4,0
96061,1798,2022-4-11,5,5
91007,1542,2022-4-22,3,3
11564,1807,2022-2-10,2,0
11716,1632,2022-3-2,1,0
92100,1731,2022-1-4,4,4
06870,1780,2022-5-16,2,0
45029,1712,2022-2-11,2,0
12605,1761,2022-4-20,1,0
33964,1727,2022-5-2,3,0
82062,1296,2022-4-4,2,0
48884,1400,2022-5-7,2,2
19010,1245,2022-5-7,2,0
08734,1447,2022-1-7,4,3
29239,1534,2022-5-2,1,1
55703,1177,2022-2-3,2,0
80700,1404,2022-5-12,5,3
24479,1452,2022-4-21,4,2
33080,1506,2022-1-8,5,2
56084,1276,2022-3-1,3,3
19769,1778,2022-6-7,2,0
85738,1911,2022-5-7,5,5
03657,1340,2022-3-12,2,1
92501,1755,2022-4-6,2,2
51400,1686,2022-1-2,3,2
81580,1391,2022-1-6,3,2
99256,1182,2022-5-8,2,1
34945,1353,2022-5-1,4,3
23180,1082,2022-3-5,5,4
17740,1702,2022-1-22,3,3
42199,1778,2022-5-22,2,0
14974,1718,2022-3-15,2,2
71540,1524,2022-2-9,3,2
46351,1781,2022-1-23,2,2
80665,1255,2022-2-1,5,0
67538,1342,2022-5-23,2,0
43602,1371,2022-3-9,4,4
50418,1174,2022-2-1,5,1
51941,1573,2022-6-27,5,4
77698,1727,2022-5-20,4,2
19555,1537,2022-3-19,5,3
67340,1432,2022-1-17,3,0
92084,1804,2022-6-16,1,1
47850,1537,2022-4-23,5,5
19988,1001,2022-1-4,3,1
25682,1774,2022-3-27,5,1
65844,1469,2022-5-25,2,1
31657,1705,2022-5-15,1,0
73589,1751,2022-5-9,2,2
47733,1406,2022-4-28,4,1
91823,1598,2022-3-19,2,0
08986,1430,2022-5-7,5,3
50163,1119,2022-1-2,4,4
13595,1620,2022-6-8,1,0
26248,1238,2022-3-1,5,0
53320,1441,2022-2-28,1,0
21920,1835,2022-5-27,1,0
16280,1908,2022-4-14,5,3
89468,1762,2022-5-4,5,4
38431,1427,2022-2-13,5,0
83267,1543,2022-3-14,4,2
72456,1210,2022-3-6,2,0
73662,1954,2022-5-22,4,0
19559,1524,2022-5-5,5,2
04150,1744,2022-4-23,1,1
81042,1025,2022-2-17,1,0
68374,1256,2022-5-22,1,1
20245,1609,2022-2-23,2,0
46946,1977,2022-2-23,1,1
84933,1171,2022-3-19,5,5
28674,1345,2022-5-15,1,0
34852,1977,2022-2-22,3,1
09611,1083,2022-3-13,3,0
63397,1021,2022-6-3,4,3
53432,1518,2022-4-11,5,0
24992,1243,2022-2-14,2,0
26873,1664,2022-6-24,3,0
94885,1214,2022-2-26,3,0
67579,1880,2022-2-9,4,2
59178,1551,2022-2-22,3,2
05683,1297,2022-6-12,1,1
58141,1294,2022-2-23,2,2
67632,1313,2022-5-24,4,1
70515,1024,2022-3-17,1,1
09556,1735,2022-3-19,1,0
11674,1554,2022-3-27,1,0
52339,1158,2022-6-21,4,3
24079,1132,2022-5-26,2,0
28362,1907,2022-5-10,1,1
23596,1970,2022-4-5,5,1
94596,1702,2022-4-23,5,5
47686,1199,2022-3-28,4,1
