listen_id,user_id,listen_time
GB17ACME27004265451424,1228,2022-11-7 21:00:00
GB87QDLQ95721826978872,1091,2022-11-13 17:00:00
GB13JNMH82720020818095,1032,2022-11-8 10:00:00
GB48VEEL24629397989156,1042,2022-11-12 10:00:00
GB03EHYH62110328941270,1512,2022-11-12 5:00:00
GB22DEBI61684942030202,1819,2022-11-7 18:00:00
GB07PIHC54809956726897,1202,2022-11-7 4:00:00
GB05GYTF95972905059933,1469,2022-11-11 19:00:00
GB70YHEW63491983474673,1420,2022-11-13 11:00:00
GB86ZWSJ04666220825825,1578,2022-11-12 17:00:00
GB68YFEE55913637354447,1697,2022-11-7 9:00:00
GB49IVOY67638163680630,1077,2022-11-12 12:00:00
GB19RIFF98827777969469,1910,2022-11-7 13:00:00
GB22EVCZ71657344207953,1720,2022-11-8 17:00:00
GB05FALG20399864824512,1769,2022-11-11 4:00:00
GB96JBOP88857796296414,1778,2022-11-11 5:00:00
GB81VSCT42783301239094,1524,2022-11-12 15:00:00
GB62HHKO02026394964736,1655,2022-11-7 18:00:00
GB64PJFB54562040969094,1144,2022-11-11 16:00:00
GB31PLWY18294168328188,1986,2022-11-7 6:00:00
GB09FJSC46209677898422,1827,2022-11-9 10:00:00
GB21HOQE21784901539702,1056,2022-11-7 16:00:00
GB94BBFW63830693772717,1025,2022-11-9 11:00:00
GB74FQJW62661281801702,1863,2022-11-13 12:00:00
GB12JZTM78419695706899,1472,2022-11-9 4:00:00
GB89QUXS53433703112187,1587,2022-11-13 14:00:00
GB08YYPL37713931496978,1536,2022-11-13 5:00:00
GB49DNQH63799903487092,1983,2022-11-9 9:00:00
GB88IKZD71283056411790,1837,2022-11-10 17:00:00
GB76XVLU71567794070499,1435,2022-11-12 20:00:00
GB86YEPR23468841996697,1060,2022-11-12 4:00:00
GB30ZVCU82395598866186,1398,2022-11-8 13:00:00
GB72NYVF83437961468608,1735,2022-11-11 7:00:00
GB57IWFU01038792751613,1205,2022-11-9 10:00:00
GB69TRIX11070998315386,1591,2022-11-9 18:00:00
GB29TMDB16812774455834,1953,2022-11-13 10:00:00
GB92OUJK84503093645061,1667,2022-11-10 12:00:00
GB83AVDV82719322510686,1456,2022-11-11 20:00:00
GB27MKVH96822784305209,1895,2022-11-11 6:00:00
GB33HGZM11801631113808,1881,2022-11-12 16:00:00
GB04BAVZ12415271478610,1283,2022-11-12 17:00:00
GB17NYCX10452890998291,1419,2022-11-10 7:00:00
GB10ZCVI37746011841074,1607,2022-11-7 15:00:00
GB89RLHX91661940241927,1179,2022-11-13 15:00:00
GB17VQQM79786635864598,1526,2022-11-8 10:00:00
GB50TOXM77043331317501,1557,2022-11-12 19:00:00
GB60JNYZ42428163374411,1778,2022-11-7 15:00:00
GB28EDCK80172878326712,1566,2022-11-13 13:00:00
GB68OSXZ57051221251810,1869,2022-11-13 6:00:00
GB65INKR85513249571054,1927,2022-11-11 12:00:00
GB16JNSU16960677063874,1763,2022-11-9 18:00:00
GB70FAUP63937452656237,1417,2022-11-8 13:00:00
GB02WWCN11127054405952,1482,2022-11-11 19:00:00
GB28RHEY69284385237400,1677,2022-11-8 8:00:00
GB58WILL68516278423287,1223,2022-11-12 19:00:00
GB66LKXT79900154160627,1915,2022-11-11 16:00:00
GB27ARFF90190008426706,1304,2022-11-9 17:00:00
GB72EOWT04587749133746,1337,2022-11-12 18:00:00
GB83JYCL31897165082157,1400,2022-11-11 4:00:00
GB51FPMM32972675121976,1903,2022-11-13 13:00:00
GB09YCFI31439181202188,1417,2022-11-7 4:00:00
GB73REXO61638978986502,1636,2022-11-9 8:00:00
GB73QKAR79800119612989,1140,2022-11-10 20:00:00
GB92MTGT11272765660869,1096,2022-11-7 18:00:00
GB96OVUY37500911127202,1747,2022-11-8 10:00:00
GB50FLSP51949146471457,1488,2022-11-12 10:00:00
GB14UHHD20156882462021,1700,2022-11-11 8:00:00
GB44ALEU99498233687400,1994,2022-11-8 5:00:00
GB73VJJO01853742862207,1782,2022-11-8 10:00:00
GB39YWZB49570887652987,1816,2022-11-11 14:00:00
GB79DIMQ18773743601019,1491,2022-11-7 13:00:00
GB61GLUQ82549695130094,1464,2022-11-12 17:00:00
GB96LASI18458191284485,1300,2022-11-8 13:00:00
GB15ATOI65788847791110,1750,2022-11-8 19:00:00
GB17POYP52087213214212,1001,2022-11-7 11:00:00
GB27PKKX73997008315835,1355,2022-11-11 19:00:00
GB90WUMJ57199741551561,1312,2022-11-13 11:00:00
GB78KACG41271602037203,1856,2022-11-10 12:00:00
GB17VKFO34947417037371,1103,2022-11-11 4:00:00
GB50IQZU68565522920191,1058,2022-11-9 9:00:00
GB90JNHY97872027058940,1037,2022-11-9 4:00:00
GB18GGXA34880509506055,1250,2022-11-11 15:00:00
GB83DFRG87189303133468,1237,2022-11-8 14:00:00
GB14JJBK31843821285089,1446,2022-11-8 21:00:00
GB48GSCB93471880508187,1768,2022-11-10 17:00:00
GB96KJDP44698213198990,1070,2022-11-7 17:00:00
GB11NNVG09578083520404,1908,2022-11-10 6:00:00
GB85WGPZ71893960998021,1643,2022-11-12 15:00:00
GB07AESX67537145537828,1939,2022-11-7 9:00:00
GB82FRJV21026686570466,1107,2022-11-11 20:00:00
GB59ODSH91738839376757,1272,2022-11-8 8:00:00
GB87CUMA18025699750829,1661,2022-11-11 19:00:00
GB48XDCY80032718821310,1105,2022-11-9 18:00:00
GB05JHUJ63466593086629,1947,2022-11-7 8:00:00
GB47PCTH26151499209592,1580,2022-11-9 5:00:00
GB64INXR02783049234725,1269,2022-11-12 19:00:00
GB04QDMF96863273900633,1656,2022-11-8 10:00:00
GB22FTKL30074941446275,1306,2022-11-7 18:00:00
GB21ZJWP75905701151180,1126,2022-11-12 6:00:00
GB26DLMA01205880247119,1116,2022-11-7 4:00:00
GB45LZKS14183464755579,1079,2022-11-11 6:00:00
GB50YGTK82561034661730,1082,2022-11-7 6:00:00
GB42EVTX78721807626081,1722,2022-11-8 9:00:00
GB68JBDQ77042093789630,1821,2022-11-11 9:00:00
GB62URAU11728770973252,1615,2022-11-9 18:00:00
GB26ZGCD97523071825047,1676,2022-11-13 4:00:00
GB77CWCP26166004415900,1342,2022-11-9 17:00:00
GB12WGJY00123690963254,1202,2022-11-10 12:00:00
GB15JYOT72500920198115,1705,2022-11-12 20:00:00
GB62TGIU02715542651347,1131,2022-11-8 20:00:00
GB90ADXB67972987160740,1974,2022-11-10 16:00:00
GB48GORH36119105664094,1244,2022-11-13 10:00:00
GB63QQVJ71574911135670,1605,2022-11-8 12:00:00
GB92NJHF98778171990239,1192,2022-11-7 6:00:00
GB91UONS15360981985508,1418,2022-11-7 8:00:00
GB88DNRX28354944279802,1332,2022-11-13 4:00:00
GB07AJJG76445364423572,1857,2022-11-12 6:00:00
GB09NHAD97409813806226,1857,2022-11-13 20:00:00
GB77ITRF82466900964114,1636,2022-11-7 6:00:00
GB67FBFI18220450913784,1720,2022-11-10 11:00:00
GB66LZAQ79686197816310,1427,2022-11-13 17:00:00
GB69VVWT88148455358471,1439,2022-11-8 7:00:00
GB47PQTF50373412219610,1842,2022-11-10 8:00:00
GB36FQAX77067162773364,1553,2022-11-12 15:00:00
GB50ENRT09903009742405,1594,2022-11-12 14:00:00
GB02MOVA54645561806171,1780,2022-11-7 13:00:00
GB21AWOH92199602867295,1143,2022-11-10 21:00:00
GB81AKWB18210740722854,1796,2022-11-10 17:00:00
GB23VQPW09092802947428,1521,2022-11-13 12:00:00
GB93KHJJ32969893526341,1815,2022-11-8 16:00:00
GB67CXYG79573890203974,1098,2022-11-9 9:00:00
GB51BTZA15004785561583,1263,2022-11-11 11:00:00
GB93NUBG04307488048109,1456,2022-11-7 7:00:00
GB40BUCU59385109616663,1402,2022-11-13 16:00:00
GB34DIOQ71775127027993,1477,2022-11-11 12:00:00
GB05OZIR66371376034169,1412,2022-11-10 15:00:00
GB73AWNO47195864122804,1043,2022-11-9 13:00:00
GB37ICQM82040350328691,1779,2022-11-11 12:00:00
GB64DQMH74224760171037,1304,2022-11-11 10:00:00
GB85HPKX12372959854619,1817,2022-11-11 6:00:00
GB83CUVE16962334236244,1541,2022-11-13 17:00:00
GB15UDKH21986441599246,1467,2022-11-13 17:00:00
GB32KGWF52998586826759,1817,2022-11-11 11:00:00
GB66MMJJ74139739937918,1689,2022-11-13 19:00:00
GB58HWKW38944256880801,1513,2022-11-9 12:00:00
GB73WEAE69171859202460,1607,2022-11-13 15:00:00
GB40LIQG41819615597796,1602,2022-11-11 19:00:00
GB89ESZU46627504516725,1057,2022-11-8 10:00:00
GB88YUYQ34900679797143,1465,2022-11-10 7:00:00
GB85CVDW64749061350247,1126,2022-11-13 11:00:00
GB49XHPF51078245657448,1849,2022-11-8 20:00:00
GB57PCOE10481739129543,1220,2022-11-9 15:00:00
GB47JFYZ64100016705016,1436,2022-11-9 7:00:00
GB39DVNQ20827449957080,1942,2022-11-10 6:00:00
GB11MOCD40997403949600,1436,2022-11-9 15:00:00
GB41WPOV52999843403308,1144,2022-11-10 18:00:00
GB83UJNE08350728767380,1765,2022-11-10 15:00:00
GB30HCWM71150002107453,1603,2022-11-9 9:00:00
GB11OXPU65239812774670,1957,2022-11-12 20:00:00
GB66FDAP37169244140708,1164,2022-11-9 11:00:00
GB58VZND63971257099422,1426,2022-11-11 8:00:00
GB48IDQO95162053955229,1626,2022-11-12 13:00:00
GB03UJGN77345985540405,1585,2022-11-11 8:00:00
GB38CXMA60797619707699,1712,2022-11-9 20:00:00
GB70XIQQ05012352842776,1824,2022-11-10 9:00:00
GB33QTFF65834827108371,1164,2022-11-8 15:00:00
GB65DZEK94982662067665,1333,2022-11-8 11:00:00
GB31CKFT67901717976581,1832,2022-11-12 10:00:00
GB43TBXG00222876642427,1296,2022-11-7 15:00:00
GB66ARFC67070735723328,1908,2022-11-12 18:00:00
GB15CXDC68377472801977,1621,2022-11-12 8:00:00
GB26ZBVX61835723273721,1113,2022-11-11 18:00:00
GB83WQMT81278954969355,1245,2022-11-9 9:00:00
GB17PVQN30765823625558,1120,2022-11-9 8:00:00
GB68KSZK69822641160299,1185,2022-11-9 17:00:00
GB71XEQQ85706238867387,1510,2022-11-7 14:00:00
GB42PRQA19463542543969,1317,2022-11-12 15:00:00
GB42IGLD82283528821722,1416,2022-11-9 20:00:00
GB76TKYD06116792059657,1609,2022-11-11 12:00:00
GB96TABV78973413582033,1257,2022-11-9 19:00:00
GB91RFPJ77031740587769,1359,2022-11-7 5:00:00
GB36WKMS62622771978951,1900,2022-11-9 12:00:00
GB07DTWW94792301095726,1364,2022-11-13 9:00:00
GB47ZXMC73688000225292,1056,2022-11-10 8:00:00
GB47IXAK81274176742117,1790,2022-11-12 6:00:00
GB81DWQX58846726483157,1028,2022-11-12 21:00:00
GB17XXXF51115730187791,1177,2022-11-9 18:00:00
GB38ZBRB04520226177738,1373,2022-11-13 9:00:00
GB14PYVC79603717759093,1605,2022-11-13 8:00:00
GB79RCNK20767901624755,1614,2022-11-9 8:00:00
GB53JGOX06901469552871,1774,2022-11-13 16:00:00
GB74EXGE65266892844083,1665,2022-11-12 13:00:00
GB37ENUT50728777741040,1968,2022-11-8 11:00:00
GB94DAUQ72560187496068,1995,2022-11-10 20:00:00
GB93GTQL58824716780784,1129,2022-11-12 9:00:00
GB70SHAW62247257112688,1736,2022-11-11 5:00:00
GB08NONE04748718139784,1206,2022-11-10 15:00:00
GB51YMIE52297363406721,1118,2022-11-8 4:00:00
GB54PVVB39536304644336,1980,2022-11-8 7:00:00
GB53CHJO03437071546414,1165,2022-11-8 11:00:00
GB83NTEO90569332804296,1901,2022-11-8 15:00:00
GB08HNOG79719085004702,1570,2022-11-8 14:00:00
GB23XDXF43084043065615,1514,2022-11-13 16:00:00
GB32UNAD66475585931091,1091,2022-11-13 10:00:00
GB21IRWY66723615708436,1666,2022-11-10 8:00:00
GB25ECCQ93975496963843,1341,2022-11-12 14:00:00
GB91ISKH98120267920263,1176,2022-11-8 15:00:00
GB19YXXO64478620473033,1246,2022-11-8 20:00:00
GB54RCEH35451871606074,1750,2022-11-8 17:00:00
GB66RYYU11223625590114,1754,2022-11-8 20:00:00
GB77EUKM80319938761648,1970,2022-11-13 17:00:00
GB90VNOI14736468986642,1874,2022-11-7 16:00:00
GB10SNYD67862403829119,1294,2022-11-8 5:00:00
GB39VRJZ52506055549821,1396,2022-11-9 11:00:00
GB69WFRJ93190094228663,1321,2022-11-13 17:00:00
GB24KXCC35161604671020,1295,2022-11-10 17:00:00
GB61RHTN96785247440439,1468,2022-11-10 4:00:00
GB92JIPA56435149957118,1913,2022-11-7 11:00:00
GB61ICSL85827470976943,1662,2022-11-11 21:00:00
GB75HLEK33785392940823,1659,2022-11-9 5:00:00
GB15QVBR98118497552371,1862,2022-11-10 12:00:00
GB59UCUS44560693876149,1657,2022-11-9 11:00:00
GB63OROM33759035958618,1801,2022-11-9 9:00:00
GB68NVAX81523580200890,1376,2022-11-13 11:00:00
GB14LRST66169961616015,1875,2022-11-12 11:00:00
GB98DJSD37504864922442,1266,2022-11-9 10:00:00
GB63JTMN50560730452006,1196,2022-11-13 16:00:00
GB28NMIW93030081063502,1671,2022-11-13 15:00:00
GB31EZXH32739479814383,1089,2022-11-10 20:00:00
GB87OPDX65035736897465,1977,2022-11-12 19:00:00
GB26SOKR83320403952323,1784,2022-11-7 12:00:00
GB58AHFT91751518576829,1366,2022-11-9 5:00:00
GB08NTUT82433634729479,1762,2022-11-11 11:00:00
GB91UEHJ02391294180989,1662,2022-11-11 4:00:00
GB24KGEP52674217362498,1901,2022-11-9 12:00:00
GB18FOVI02856428758330,1945,2022-11-8 5:00:00
GB42AVAR99541504564005,1820,2022-11-10 15:00:00
GB69KLAX35825436331955,1495,2022-11-12 6:00:00
GB21GNSP76826225596299,1896,2022-11-7 18:00:00
GB61FWGD83584837600292,1754,2022-11-7 7:00:00
GB65XGFM09712103606665,1915,2022-11-12 19:00:00
GB17DZEJ86355564926758,1014,2022-11-8 13:00:00
GB29IPZN51706825591326,1912,2022-11-9 16:00:00
GB54YHRT45191840375494,1036,2022-11-8 5:00:00
GB71HTKD89724910405841,1676,2022-11-8 12:00:00
GB85KKGZ85049636905475,1062,2022-11-10 15:00:00
GB27RHLD89944544563832,1646,2022-11-7 17:00:00
GB21GGTK78853342226773,1813,2022-11-7 21:00:00
GB72TINL02510910359130,1895,2022-11-13 13:00:00
GB41NUJE18659134178823,1308,2022-11-9 13:00:00
GB15SERQ51593223419327,1866,2022-11-9 13:00:00
GB96HJSS44950457281322,1286,2022-11-9 9:00:00
GB37PILI46044187878015,1468,2022-11-11 7:00:00
GB15YXRO69078602291858,1604,2022-11-9 14:00:00
GB27OUKM31938742979083,1710,2022-11-8 9:00:00
GB32FEXH15665628129714,1951,2022-11-8 21:00:00
GB08AMWR03828660456623,1425,2022-11-9 5:00:00
GB48GYKE96912933877841,1839,2022-11-11 9:00:00
GB43LJJM90755083549197,1391,2022-11-8 11:00:00
GB94TEGK74165125217115,1697,2022-11-10 7:00:00
GB34MKYQ37771639996190,1769,2022-11-7 5:00:00
GB57IMDC09769487637040,1793,2022-11-8 20:00:00
GB53GEOG27311064557342,1265,2022-11-7 19:00:00
GB67HKHZ17495164891901,1292,2022-11-7 17:00:00
GB97CKGX31194485704387,1790,2022-11-12 10:00:00
GB53PPRU87098913758033,1835,2022-11-8 4:00:00
GB61XZKI99047447147103,1922,2022-11-8 5:00:00
GB42XFUY88427075772730,1956,2022-11-10 19:00:00
GB12HSXR97178390375956,1031,2022-11-11 8:00:00
GB80PRVE56486282465962,1552,2022-11-11 13:00:00
GB29IVYZ76685192155820,1929,2022-11-10 9:00:00
GB14EJQZ00268091230255,1352,2022-11-11 18:00:00
GB26MWPI80868238444362,1796,2022-11-11 9:00:00
GB72CEZQ68063604224484,1526,2022-11-12 6:00:00
GB68RURU41053891476804,1528,2022-11-7 16:00:00
GB91QAYW80432751093488,1221,2022-11-11 16:00:00
GB12MDOD58407885498414,1692,2022-11-10 21:00:00
GB89MMHC10401843214011,1576,2022-11-8 6:00:00
GB39FPBM08379420495568,1143,2022-11-12 12:00:00
GB76EEJV78801134036909,1604,2022-11-7 12:00:00
GB37SRQS00779349748211,1595,2022-11-8 17:00:00
GB16ZMKC61260702249826,1474,2022-11-9 19:00:00
GB56VFHP88714673524612,1620,2022-11-9 12:00:00
GB82VMJZ84866387121228,1339,2022-11-7 7:00:00
GB96DDJE77306452950819,1402,2022-11-7 14:00:00
GB47VIHK93099018369505,1761,2022-11-8 18:00:00
GB37MYKY03442237220667,1605,2022-11-12 10:00:00
GB78BFRW16559565025572,1868,2022-11-13 11:00:00
GB17LVPX12339367151782,1680,2022-11-7 20:00:00
GB78VQHK40157477110528,1637,2022-11-9 16:00:00
GB46KKAN22327319859196,1787,2022-11-8 9:00:00
GB65FZMM70305849790015,1534,2022-11-7 12:00:00
GB34GPFD31552868413442,1866,2022-11-11 13:00:00
GB87ACST28246752363744,1547,2022-11-11 13:00:00
GB59BREG29604723246743,1642,2022-11-10 18:00:00
GB30FJNF30364256517480,1107,2022-11-8 6:00:00
GB20YQJC83254444491119,1320,2022-11-10 14:00:00
GB12SVYL96701608277998,1539,2022-11-13 13:00:00
GB13UFJT05899512334882,1031,2022-11-9 13:00:00
GB22WNQU25582001300011,1121,2022-11-13 13:00:00
GB27ZSQM52339098726700,1554,2022-11-10 4:00:00
GB75LVED78997539512686,1897,2022-11-11 12:00:00
GB79NEFT74475618079582,1133,2022-11-7 9:00:00
GB04IVEX31017978565652,1462,2022-11-10 9:00:00
GB66ALYA31692107662780,1838,2022-11-10 13:00:00
GB15TPPC15678719409412,1694,2022-11-7 17:00:00
GB25HIBC61290855062344,1298,2022-11-9 10:00:00
GB54QRYW55962332026656,1212,2022-11-9 11:00:00
GB81YBGP03768575951856,1586,2022-11-9 19:00:00
GB19QMYN16088625411445,1514,2022-11-8 7:00:00
GB22ETYU85113316436850,1280,2022-11-10 21:00:00
GB17XAND52433251903936,1202,2022-11-11 18:00:00
GB91QFNC58887847831319,1654,2022-11-13 11:00:00
GB20NATR88057676163673,1444,2022-11-11 15:00:00
GB77MOFI04429123862755,1125,2022-11-9 6:00:00
GB45KDBT41007281442158,1973,2022-11-12 10:00:00
GB94KCMA74980561975869,1520,2022-11-13 16:00:00
GB91YEVD21121219150147,1251,2022-11-13 20:00:00
GB73QKSO99853574857196,1554,2022-11-13 21:00:00
GB04XHRR55865065623275,1135,2022-11-12 7:00:00
GB11MONX70502616207918,1211,2022-11-7 4:00:00
GB76SAWD83664897525665,1015,2022-11-11 17:00:00
GB87LGYT62528324453370,1416,2022-11-7 17:00:00
GB77HUQN34259843156809,1535,2022-11-9 19:00:00
GB59FYKR88233692130923,1003,2022-11-11 20:00:00
GB88EJYJ41153990890712,1458,2022-11-10 8:00:00
GB82SVLQ00325770089117,1292,2022-11-9 16:00:00
GB42DLSF33455714330204,1576,2022-11-9 13:00:00
GB68VEIQ81557018678693,1117,2022-11-10 16:00:00
GB91ITUP35089353597323,1074,2022-11-13 14:00:00
GB35OVYF13457983600809,1624,2022-11-11 14:00:00
GB60CICM07514321545028,1003,2022-11-10 14:00:00
GB83JPNC19243274484147,1348,2022-11-9 4:00:00
GB23RMBI11840140373705,1175,2022-11-8 11:00:00
GB14ZYNL69028033674971,1719,2022-11-12 5:00:00
GB40XWMN19007511137120,1762,2022-11-11 9:00:00
GB25XIOC01156416423644,1768,2022-11-11 14:00:00
GB76WATJ60799238903926,1844,2022-11-10 6:00:00
GB35UGOR76578894498083,1111,2022-11-7 10:00:00
GB74JAVC94726959051303,1080,2022-11-12 4:00:00
GB48RCDM43925143093661,1255,2022-11-12 4:00:00
GB46AZUQ81852991367392,1696,2022-11-10 6:00:00
GB17KANB26956955629717,1096,2022-11-10 15:00:00
GB49UIFG20178236999724,1685,2022-11-8 19:00:00
GB85MRQH25981675834947,1244,2022-11-11 14:00:00
GB53PGQH57957634624855,1990,2022-11-7 11:00:00
GB96PVYD00761697380403,1737,2022-11-10 17:00:00
GB37ZGRX21929612420918,1996,2022-11-9 5:00:00
GB50LJND33201513589349,1609,2022-11-7 6:00:00
GB39MQRF89780720818442,1586,2022-11-12 8:00:00
GB19KLWK27915268888411,1511,2022-11-11 20:00:00
GB97LJDU07812622311471,1286,2022-11-9 8:00:00
GB38XUKJ80130870218812,1340,2022-11-10 7:00:00
GB75AWJB64899301186579,1073,2022-11-13 7:00:00
GB04YVDY56260924277176,1609,2022-11-7 20:00:00
GB76MAYP42258031924934,1245,2022-11-7 7:00:00
GB95FKBQ04848605596951,1802,2022-11-11 13:00:00
GB82GJKP14505438028621,1281,2022-11-11 15:00:00
GB34HXDK84364348987748,1779,2022-11-13 10:00:00
GB56IVVC44555367084120,1516,2022-11-11 11:00:00
GB50GCYB01473487727054,1538,2022-11-9 5:00:00
GB65ILLL38676764491632,1703,2022-11-13 6:00:00
GB41EPKL43003314819396,1738,2022-11-11 7:00:00
GB59CZFC30606399245814,1459,2022-11-8 15:00:00
GB12OUST20445592356738,1225,2022-11-11 7:00:00
GB38GCOZ07736400713420,1956,2022-11-13 5:00:00
GB45ODRK19976950201031,1727,2022-11-7 10:00:00
GB42GZHO93572868325471,1246,2022-11-13 10:00:00
GB68KCFI88487309177332,1051,2022-11-12 10:00:00
GB87NEKL07867467040380,1520,2022-11-11 11:00:00
GB56IXIN09887926331716,1541,2022-11-9 17:00:00
GB40MNOX21750825938624,1757,2022-11-12 12:00:00
GB60PEDI64436647250405,1884,2022-11-9 18:00:00
GB36DXNJ93100624695280,1520,2022-11-12 17:00:00
GB46YUIN60672447997230,1923,2022-11-13 6:00:00
GB20JPYD90215350286575,1603,2022-11-10 17:00:00
GB46PUSC00277290947224,1899,2022-11-7 13:00:00
GB63UHVD60179741507274,1002,2022-11-10 6:00:00
GB80ZBZR83364572693487,1122,2022-11-13 15:00:00
GB43JCYC17873353779079,1273,2022-11-8 5:00:00
GB61BGWB60669082151839,1549,2022-11-13 14:00:00
GB18LQLL63832907574325,1610,2022-11-12 13:00:00
GB82AHTL63056725757578,1022,2022-11-7 7:00:00
GB04BBWT06453971014043,1679,2022-11-11 7:00:00
GB29RDQY83838988006401,1156,2022-11-8 12:00:00
GB41OOXE24307594109279,1956,2022-11-12 11:00:00
GB32NMZY53331297370535,1895,2022-11-9 12:00:00
GB42IWRS44806887271405,1024,2022-11-12 11:00:00
GB50PXAC83973048079329,1133,2022-11-13 8:00:00
GB43NBPT19332493058078,1243,2022-11-12 9:00:00
GB69ELIP66890377162538,1305,2022-11-13 19:00:00
GB08NZZW35298607270933,1919,2022-11-10 12:00:00
GB06HNFS18546671322041,1144,2022-11-11 4:00:00
GB87UUVE77491063385895,1890,2022-11-13 15:00:00
GB38WAFX43669872800059,1828,2022-11-13 17:00:00
GB71VKQK28263186210640,1535,2022-11-11 21:00:00
GB92ELTH34226177017424,1767,2022-11-12 18:00:00
GB44AJQZ98425007946724,1501,2022-11-10 18:00:00
GB06MAVI06874576806659,1214,2022-11-12 13:00:00
GB57DGBK78729877509589,1849,2022-11-7 15:00:00
GB94CIQB22422599181558,1169,2022-11-11 14:00:00
GB48XHTI86048370624533,1781,2022-11-9 7:00:00
GB28TIEZ13277849706026,1160,2022-11-12 12:00:00
GB33DATS41917469427995,1696,2022-11-11 20:00:00
GB85YQMQ92919565911804,1460,2022-11-13 4:00:00
GB30WRZM75993985792260,1241,2022-11-9 7:00:00
GB60HWAW07729896028774,1816,2022-11-8 16:00:00
GB94KHMA28091525309455,1035,2022-11-7 7:00:00
GB75LIWN88031622918078,1033,2022-11-8 14:00:00
GB25LHSQ72628937353676,1050,2022-11-12 10:00:00
GB62PJYG81932768654256,1060,2022-11-11 12:00:00
GB41TUAB79916836387562,1378,2022-11-7 7:00:00
GB18CTDH99552070911098,1200,2022-11-9 11:00:00
GB07NOQB63438522876180,1716,2022-11-7 19:00:00
GB43DRRX86084753599571,1891,2022-11-7 9:00:00
GB71YCJQ64793208585819,1582,2022-11-12 10:00:00
GB03FSYD32094551190523,1818,2022-11-7 20:00:00
GB80XTRI14284122708026,1645,2022-11-12 9:00:00
GB03TJMG14011604683513,1564,2022-11-12 20:00:00
GB35BGHN94443843750302,1952,2022-11-7 16:00:00
GB02DXES41135734596249,1006,2022-11-12 8:00:00
GB25TMHW30552361675305,1095,2022-11-9 12:00:00
GB19XVPH59442571378881,1608,2022-11-9 19:00:00
GB41MSQY35307495835544,1858,2022-11-8 17:00:00
GB83ELMO26182751192033,1962,2022-11-12 6:00:00
GB79VNAH13231257034567,1582,2022-11-7 8:00:00
GB63GEQR92825081592112,1881,2022-11-13 21:00:00
GB95VQIQ68895072668913,1668,2022-11-12 12:00:00
GB20LVYN10117646568818,1887,2022-11-12 11:00:00
GB81NHLE84531496650952,1305,2022-11-9 20:00:00
GB53OADX21897348869297,1680,2022-11-9 12:00:00
GB43TNBZ28480442769944,1026,2022-11-13 12:00:00
GB36XKUL25380337261215,1108,2022-11-10 14:00:00
GB07DQFE32941475028384,1665,2022-11-10 12:00:00
GB39PCYZ85822468607920,1821,2022-11-12 16:00:00
GB41ITHR73112203050980,1868,2022-11-9 8:00:00
GB88EUQH21920593118794,1689,2022-11-13 15:00:00
GB75RZHT88944245977453,1286,2022-11-8 8:00:00
GB57DCOK80241531255807,1822,2022-11-7 19:00:00
GB16RPKT95026135311450,1808,2022-11-9 19:00:00
GB46IGAT82529934002975,1951,2022-11-9 13:00:00
GB15TIJN88659680486831,1008,2022-11-13 15:00:00
GB98DKSN15450974110384,1167,2022-11-11 19:00:00
GB92ZSHU21903832159764,1063,2022-11-7 21:00:00
GB44WCGU28663592981723,1988,2022-11-12 13:00:00
GB04QBQA78349434594369,1889,2022-11-13 21:00:00
GB80ONDC88205354340636,1399,2022-11-13 5:00:00
GB88WZBG50880322566401,1968,2022-11-7 6:00:00
GB29DFKF31698557522127,1843,2022-11-7 7:00:00
GB81MSRW68797549163939,1791,2022-11-7 10:00:00
GB12WHPW09010217830361,1220,2022-11-7 9:00:00
GB14LVDB35562159690338,1517,2022-11-10 11:00:00
GB68JLVJ99058296407711,1487,2022-11-7 4:00:00
GB90AZBA01725844838559,1096,2022-11-8 17:00:00
GB80TVKT56071287677929,1361,2022-11-7 21:00:00
GB79DKZB65916945543447,1126,2022-11-12 9:00:00
GB73FWIV47829295333368,1177,2022-11-8 14:00:00
GB26WBUO60206442003578,1882,2022-11-7 9:00:00
GB23DTXF77692816896863,1629,2022-11-9 21:00:00
GB98TUZC44547069858475,1720,2022-11-8 5:00:00
GB85GXNA21167913359636,1427,2022-11-13 18:00:00
GB15RCTE12193355828903,1638,2022-11-13 5:00:00
GB45DQXY26114632607841,1391,2022-11-13 17:00:00
GB79KKYY12620123010498,1446,2022-11-12 21:00:00
GB63RYOR90679846387919,1624,2022-11-10 12:00:00
GB54QPVZ25542368725325,1390,2022-11-9 10:00:00
GB88FDKH57320783007491,1612,2022-11-8 6:00:00
GB21SGLY49327384187688,1120,2022-11-12 18:00:00
GB64WZLP56153515734226,1155,2022-11-11 17:00:00
GB39JZHP43170431953941,1550,2022-11-10 4:00:00
GB63FGQX62599036563385,1658,2022-11-7 12:00:00
GB61VOVR88223758405420,1564,2022-11-9 6:00:00
GB02OBYT72921382109510,1833,2022-11-10 17:00:00
GB95GHFG36801478018078,1518,2022-11-10 21:00:00
GB36RSUE82078320529828,1716,2022-11-9 18:00:00
GB68SJIC81132880922100,1989,2022-11-9 7:00:00
GB89ZYYK07316412113546,1221,2022-11-10 21:00:00
GB91RRTD65479627769966,1569,2022-11-9 21:00:00
GB02YWXA62048710070427,1220,2022-11-12 9:00:00
GB79CFGD14279622371065,1174,2022-11-12 16:00:00
GB87WIVB23220554761411,1789,2022-11-7 17:00:00
